NAME,GEOID,STUSPS,O,H,G,pre1970,USDA Plants,BONAP,Nature Serve,anyRecord
Craven,37049,NC,NA,NA,NA,NA,NA,NA,NA,0
Pamlico,37137,NC,NA,NA,NA,NA,NA,NA,NA,0
Tyrrell,37177,NC,NA,NA,NA,NA,NA,1,NA,1
Currituck,37053,NC,NA,NA,NA,NA,NA,1,NA,1
Northampton,37131,NC,NA,NA,NA,NA,NA,1,NA,1
Graham,37075,NC,NA,1,NA,NA,NA,1,NA,2
Erie,39043,OH,NA,1,NA,NA,1,1,NA,3
Jackson,40065,OK,NA,NA,NA,NA,NA,NA,NA,0
Tillman,40141,OK,NA,NA,NA,NA,NA,1,NA,1
Jefferson,40067,OK,NA,NA,NA,NA,NA,NA,NA,0
Choctaw,40023,OK,NA,NA,NA,NA,1,1,NA,2
Sequoyah,40135,OK,NA,3,NA,2,1,1,NA,5
McCurtain,40089,OK,NA,2,NA,NA,1,1,NA,4
York,42133,PA,NA,12,2,9,1,1,NA,16
Bucks,42017,PA,15,35,4,18,1,1,NA,56
Erie,42049,PA,NA,2,NA,NA,1,1,NA,4
Wayne,42127,PA,NA,NA,NA,NA,NA,NA,NA,0
Chester,42029,PA,NA,18,1,10,1,1,NA,21
Monroe,42089,PA,2,NA,NA,NA,NA,NA,NA,2
Greenville,45045,SC,NA,1,NA,NA,NA,1,NA,2
Chesterfield,45025,SC,NA,NA,NA,NA,NA,1,NA,1
Delta,26041,MI,NA,NA,NA,NA,NA,NA,NA,0
Alger,26003,MI,NA,NA,NA,NA,NA,NA,NA,0
Pike,28113,MS,NA,NA,NA,NA,1,1,NA,2
Washington,28151,MS,NA,NA,NA,NA,NA,NA,NA,0
Issaquena,28055,MS,NA,NA,NA,NA,NA,NA,NA,0
DeSoto,28033,MS,NA,NA,NA,NA,NA,NA,NA,0
Claiborne,28021,MS,NA,NA,NA,NA,NA,NA,NA,0
Scott,29201,MO,NA,NA,NA,NA,NA,NA,NA,0
St. Charles,29183,MO,NA,2,NA,2,1,1,NA,4
Bates,29013,MO,NA,1,NA,NA,1,1,NA,3
Holt,29087,MO,NA,1,NA,1,1,1,NA,3
Putnam,29171,MO,NA,NA,NA,NA,1,1,NA,2
Jefferson,36045,NY,NA,NA,NA,NA,NA,NA,NA,0
Pulaski,17153,IL,1,NA,NA,NA,1,1,NA,3
Edgar,17045,IL,NA,2,NA,1,1,1,NA,4
Spencer,18147,IN,NA,1,NA,1,NA,NA,NA,1
Posey,18129,IN,NA,8,NA,6,1,1,NA,10
Lee,19111,IA,NA,1,NA,1,NA,1,NA,2
Cass,29037,MO,NA,NA,NA,NA,NA,1,NA,1
Boone,29019,MO,4,3,NA,1,1,1,NA,9
Pettis,29159,MO,NA,NA,NA,NA,NA,NA,NA,0
Passaic,34031,NJ,NA,1,NA,NA,1,1,NA,3
Wayne,26163,MI,2,NA,NA,NA,NA,NA,NA,2
Union,18161,IN,NA,NA,NA,NA,1,1,NA,2
Delaware,18035,IN,1,1,NA,1,1,1,NA,4
Emmet,19063,IA,NA,NA,NA,NA,NA,NA,NA,0
Menominee,26109,MI,NA,NA,NA,NA,NA,NA,NA,0
Winnebago,19189,IA,NA,NA,NA,NA,NA,NA,NA,0
Kings,36047,NY,NA,NA,NA,NA,NA,NA,NA,0
Brown,20013,KS,NA,NA,NA,NA,NA,NA,NA,0
Marengo,01091,AL,NA,1,NA,NA,1,1,NA,3
Montgomery,01101,AL,2,5,NA,NA,1,1,NA,9
Marshall,01095,AL,NA,NA,NA,NA,NA,1,NA,1
Oswego,36075,NY,NA,2,NA,NA,NA,NA,NA,2
Breckinridge,21027,KY,NA,1,NA,NA,NA,1,NA,2
McClain,40087,OK,1,1,NA,NA,NA,1,NA,3
Pottawatomie,40125,OK,NA,3,NA,NA,NA,1,NA,4
Orange,36071,NY,1,NA,NA,NA,1,1,NA,3
Martin,21159,KY,NA,NA,NA,NA,NA,NA,NA,0
Henderson,48213,TX,NA,1,1,NA,NA,1,NA,3
Rush,18139,IN,NA,NA,NA,NA,NA,NA,NA,0
Henry,18065,IN,NA,NA,NA,NA,1,1,NA,2
Daviess,18027,IN,NA,1,NA,NA,NA,NA,NA,1
Jackson,18071,IN,NA,1,NA,1,1,1,NA,3
Washington,18175,IN,NA,NA,NA,NA,NA,NA,NA,0
Delaware,19055,IA,NA,NA,NA,NA,NA,NA,NA,0
Shelby,19165,IA,NA,NA,NA,NA,NA,NA,NA,0
Gray,20069,KS,NA,NA,NA,NA,NA,NA,NA,0
Kearny,20093,KS,NA,NA,NA,NA,NA,NA,NA,0
Rush,20165,KS,NA,NA,NA,NA,NA,NA,NA,0
Nelson,21179,KY,NA,3,NA,1,1,1,NA,5
Ohio,21183,KY,NA,1,NA,NA,1,1,NA,3
Hopkins,21107,KY,NA,NA,NA,NA,NA,NA,NA,0
Scott,21209,KY,1,1,NA,1,NA,1,NA,3
Garrard,21079,KY,1,NA,NA,NA,1,1,NA,3
