NAME,GEOID,STUSPS,O,H,G,pre1970,USDA Plants,BONAP,Nature Serve,anyRecord
Pasco,12101,FL,NA,4,NA,NA,NA,NA,NA,4
Escambia,12033,FL,NA,NA,NA,NA,NA,NA,NA,0
Nassau,12089,FL,NA,5,NA,NA,NA,NA,NA,5
Camden,13039,GA,NA,10,NA,NA,NA,NA,NA,10
Lincoln,13181,GA,NA,3,NA,NA,NA,NA,NA,3
Whitfield,13313,GA,NA,NA,NA,NA,NA,NA,NA,0
Burke,13033,GA,NA,3,NA,NA,NA,NA,NA,3
Polk,12105,FL,5,9,NA,1,NA,NA,NA,14
Autauga,01001,AL,NA,NA,NA,NA,NA,NA,NA,0
Clarke,01025,AL,NA,NA,NA,NA,NA,NA,NA,0
Dallas,01047,AL,NA,NA,NA,NA,NA,NA,NA,0
Conecuh,01035,AL,NA,1,NA,NA,NA,NA,NA,1
Gulf,12045,FL,NA,NA,NA,NA,NA,NA,NA,0
Dixie,12029,FL,NA,NA,NA,NA,NA,NA,NA,0
Wakulla,12129,FL,1,3,NA,NA,NA,NA,NA,4
Alachua,12001,FL,1,NA,NA,NA,NA,NA,NA,1
Washington,13303,GA,NA,NA,NA,NA,NA,NA,NA,0
Jackson,13157,GA,NA,5,NA,NA,NA,NA,NA,5
Wheeler,13309,GA,NA,NA,NA,NA,NA,NA,NA,0
Lamar,13171,GA,NA,4,NA,NA,NA,NA,NA,4
Oglethorpe,13221,GA,NA,3,NA,NA,NA,NA,NA,3
Wilkes,13317,GA,NA,6,NA,NA,NA,NA,NA,6
Crawford,13079,GA,NA,NA,NA,NA,NA,NA,NA,0
Hancock,13141,GA,NA,NA,NA,NA,NA,NA,NA,0
Brantley,13025,GA,NA,9,NA,NA,NA,NA,NA,9
Webster,13307,GA,NA,NA,NA,NA,NA,NA,NA,0
Mobile,01097,AL,NA,4,NA,1,NA,NA,NA,4
Glynn,13127,GA,NA,4,NA,NA,NA,NA,NA,4
St. Clair,01115,AL,NA,1,NA,1,NA,NA,NA,1
Orange,12095,FL,3,NA,NA,NA,NA,NA,NA,3
Etowah,01055,AL,NA,NA,NA,NA,NA,NA,NA,0
Pike,01109,AL,NA,NA,NA,NA,NA,NA,NA,0
Cobb,13067,GA,NA,7,NA,NA,NA,NA,NA,7
Bryan,13029,GA,NA,1,NA,NA,NA,NA,NA,1
Fayette,13113,GA,NA,NA,NA,NA,NA,NA,NA,0
Newton,13217,GA,NA,NA,NA,NA,NA,NA,NA,0
Wilkinson,13319,GA,NA,NA,NA,NA,NA,NA,NA,0
Emanuel,13107,GA,NA,NA,NA,NA,NA,NA,NA,0
Okeechobee,12093,FL,NA,NA,1,NA,NA,NA,NA,1
Bulloch,13031,GA,NA,3,NA,NA,NA,NA,NA,3
Long,13183,GA,NA,3,NA,NA,NA,NA,NA,3
Liberty,13179,GA,NA,7,NA,NA,NA,NA,NA,7
Blount,01009,AL,NA,1,NA,NA,NA,NA,NA,1
Sumter,01119,AL,NA,NA,NA,NA,NA,NA,NA,0
McIntosh,13191,GA,NA,18,NA,NA,NA,NA,NA,18
Muscogee,13215,GA,NA,6,NA,NA,NA,NA,NA,6
Elmore,01051,AL,1,NA,NA,NA,NA,NA,NA,1
DeKalb,13089,GA,NA,4,NA,1,NA,NA,NA,4
Gilmer,13123,GA,NA,3,NA,NA,NA,NA,NA,3
Cook,13075,GA,NA,5,NA,NA,NA,NA,NA,5
Putnam,12107,FL,NA,3,NA,NA,NA,NA,NA,3
McDuffie,13189,GA,NA,7,NA,NA,NA,NA,NA,7
Taylor,13269,GA,NA,NA,NA,NA,NA,NA,NA,0
Effingham,13103,GA,NA,2,NA,NA,NA,NA,NA,2
Gadsden,12039,FL,NA,3,NA,NA,NA,NA,NA,3
Greene,01063,AL,NA,1,NA,NA,NA,NA,NA,1
Shelby,01117,AL,NA,NA,NA,NA,NA,NA,NA,0
Hall,13139,GA,NA,3,NA,NA,NA,NA,NA,3
Gwinnett,13135,GA,NA,3,NA,NA,NA,NA,NA,3
Coweta,13077,GA,NA,3,NA,NA,NA,NA,NA,3
Telfair,13271,GA,NA,NA,NA,NA,NA,NA,NA,0
Treutlen,13283,GA,NA,3,NA,NA,NA,NA,NA,3
Screven,13251,GA,NA,3,NA,NA,NA,NA,NA,3
Highlands,12055,FL,4,40,NA,NA,NA,NA,NA,44
Washington,12133,FL,NA,NA,NA,NA,NA,NA,NA,0
Citrus,12017,FL,1,9,NA,NA,NA,NA,NA,10
Habersham,13137,GA,NA,3,NA,NA,NA,NA,NA,3
Lowndes,01085,AL,NA,NA,NA,NA,NA,NA,NA,0
Berrien,13019,GA,NA,NA,NA,NA,NA,NA,NA,0
Geneva,01061,AL,1,NA,NA,NA,NA,NA,NA,1
Covington,01039,AL,NA,NA,NA,NA,NA,NA,NA,0
Randolph,01111,AL,NA,NA,NA,NA,NA,NA,NA,0
Franklin,01059,AL,NA,NA,NA,NA,NA,NA,NA,0
Marion,01093,AL,NA,3,NA,NA,NA,NA,NA,3
Monroe,12087,FL,3,14,NA,NA,NA,NA,NA,17
Collier,12021,FL,13,18,NA,NA,NA,NA,NA,31
Montgomery,13209,GA,NA,NA,NA,NA,NA,NA,NA,0
DeSoto,12027,FL,NA,4,NA,NA,NA,NA,NA,4
Charlotte,12015,FL,2,3,NA,NA,NA,NA,NA,5
Holmes,12059,FL,NA,NA,NA,NA,NA,NA,NA,0
Madison,12079,FL,NA,NA,NA,NA,NA,NA,NA,0
Baker,12003,FL,NA,1,NA,NA,NA,NA,NA,1
Troup,13285,GA,NA,3,NA,NA,NA,NA,NA,3
Polk,13233,GA,NA,NA,NA,NA,NA,NA,NA,0
Catoosa,13047,GA,NA,3,NA,NA,NA,NA,NA,3
Walker,13295,GA,NA,3,NA,NA,NA,NA,NA,3
Grady,13131,GA,NA,3,NA,NA,NA,NA,NA,3
Seminole,13253,GA,NA,2,NA,NA,NA,NA,NA,2
Clay,13061,GA,NA,NA,NA,NA,NA,NA,NA,0
Carroll,13045,GA,NA,3,NA,NA,NA,NA,NA,3
Morgan,01103,AL,NA,4,NA,NA,NA,NA,NA,4
Perry,01105,AL,NA,3,NA,NA,NA,NA,NA,3
Butler,01013,AL,NA,1,NA,NA,NA,NA,NA,1
Manatee,12081,FL,2,13,NA,NA,NA,NA,NA,15
Sarasota,12115,FL,1,8,NA,NA,NA,NA,NA,9
St. Lucie,12111,FL,NA,3,NA,NA,NA,NA,NA,3
Columbia,13073,GA,NA,7,NA,NA,NA,NA,NA,7
Union,13291,GA,NA,NA,NA,NA,NA,NA,NA,0
Palm Beach,12099,FL,2,3,NA,NA,NA,NA,NA,5
Bay,12005,FL,NA,4,NA,NA,NA,NA,NA,4
Decatur,13087,GA,NA,NA,NA,NA,NA,NA,NA,0
Towns,13281,GA,NA,NA,NA,NA,NA,NA,NA,0
Franklin,13119,GA,NA,NA,NA,NA,NA,NA,NA,0
Heard,13149,GA,NA,NA,NA,NA,NA,NA,NA,0
Lamar,01075,AL,NA,NA,NA,NA,NA,NA,NA,0
Cherokee,01019,AL,NA,1,NA,1,NA,NA,NA,1
Lauderdale,01077,AL,NA,NA,NA,NA,NA,NA,NA,0
Limestone,01083,AL,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,01015,AL,NA,NA,NA,NA,NA,NA,NA,0
Chilton,01021,AL,NA,NA,NA,NA,NA,NA,NA,0
Clay,12019,FL,2,NA,NA,NA,NA,NA,NA,2
Lafayette,12067,FL,NA,NA,NA,NA,NA,NA,NA,0
Cherokee,13057,GA,NA,2,NA,NA,NA,NA,NA,2
Gordon,13129,GA,NA,6,NA,NA,NA,NA,NA,6
Pike,13231,GA,NA,4,NA,NA,NA,NA,NA,4
Banks,13011,GA,NA,2,NA,1,NA,NA,NA,2
Johnson,13167,GA,NA,6,NA,NA,NA,NA,NA,6
Ware,13299,GA,NA,4,NA,NA,NA,NA,NA,4
Dawson,13085,GA,NA,NA,NA,NA,NA,NA,NA,0
Pickens,13227,GA,NA,NA,NA,NA,NA,NA,NA,0
Glascock,13125,GA,NA,NA,NA,NA,NA,NA,NA,0
Terrell,13273,GA,NA,NA,NA,NA,NA,NA,NA,0
Lanier,13173,GA,NA,6,NA,NA,NA,NA,NA,6
Jones,13169,GA,NA,3,NA,NA,NA,NA,NA,3
Meriwether,13199,GA,NA,6,NA,NA,NA,NA,NA,6
Lee,13177,GA,NA,NA,NA,NA,NA,NA,NA,0
Colquitt,13071,GA,NA,NA,NA,NA,NA,NA,NA,0
Pulaski,13235,GA,NA,NA,NA,NA,NA,NA,NA,0
Randolph,13243,GA,NA,NA,NA,NA,NA,NA,NA,0
Dodge,13091,GA,NA,NA,NA,NA,NA,NA,NA,0
Jenkins,13165,GA,NA,NA,NA,NA,NA,NA,NA,0
Hardee,12049,FL,NA,NA,NA,NA,NA,NA,NA,0
Liberty,12077,FL,NA,5,NA,NA,NA,NA,NA,5
Jeff Davis,13161,GA,NA,3,NA,NA,NA,NA,NA,3
Marion,13197,GA,NA,3,NA,NA,NA,NA,NA,3
Laurens,13175,GA,NA,3,NA,NA,NA,NA,NA,3
Crisp,13081,GA,NA,3,NA,NA,NA,NA,NA,3
Atkinson,13003,GA,NA,NA,NA,NA,NA,NA,NA,0
Bibb,01007,AL,NA,NA,NA,NA,NA,NA,NA,0
Rockdale,13247,GA,NA,NA,NA,NA,NA,NA,NA,0
Bartow,13015,GA,NA,12,NA,NA,NA,NA,NA,12
Douglas,13097,GA,NA,1,NA,NA,NA,NA,NA,1
Worth,13321,GA,NA,3,NA,NA,NA,NA,NA,3
Clayton,13063,GA,NA,NA,NA,NA,NA,NA,NA,0
Morgan,13211,GA,NA,14,NA,NA,NA,NA,NA,14
Bacon,13005,GA,NA,3,NA,NA,NA,NA,1,4
Lumpkin,13187,GA,NA,9,NA,NA,NA,NA,NA,9
Bullock,01011,AL,NA,1,NA,1,NA,NA,NA,1
Clay,01027,AL,NA,NA,NA,NA,NA,NA,NA,0
Broward,12011,FL,1,1,NA,NA,NA,NA,NA,2
Volusia,12127,FL,2,4,NA,NA,NA,NA,NA,6
Harris,13145,GA,NA,6,NA,NA,NA,NA,NA,6
Haralson,13143,GA,NA,3,NA,NA,NA,NA,NA,3
Dade,13083,GA,NA,6,NA,NA,NA,NA,NA,6
Thomas,13275,GA,NA,1,NA,NA,NA,NA,NA,1
Stewart,13259,GA,NA,3,NA,NA,NA,NA,NA,3
Clinch,13065,GA,NA,NA,NA,NA,NA,NA,NA,0
Coosa,01037,AL,NA,NA,NA,NA,NA,NA,NA,0
Winston,01133,AL,NA,NA,NA,NA,NA,NA,NA,0
Indian River,12061,FL,NA,1,NA,NA,NA,NA,NA,1
Dale,01045,AL,NA,NA,NA,NA,NA,NA,NA,0
Okaloosa,12091,FL,NA,4,NA,NA,NA,NA,NA,4
Early,13099,GA,NA,NA,NA,NA,NA,NA,NA,0
Echols,13101,GA,NA,NA,NA,NA,NA,NA,NA,0
Quitman,13239,GA,NA,NA,NA,NA,NA,NA,NA,0
Fannin,13111,GA,NA,3,NA,NA,NA,NA,NA,3
Floyd,13115,GA,NA,22,NA,NA,NA,NA,NA,22
Tallapoosa,01123,AL,NA,3,NA,NA,NA,NA,NA,3
Hendry,12051,FL,NA,NA,NA,NA,NA,NA,NA,0
Walton,13297,GA,NA,NA,NA,NA,NA,NA,NA,0
Talbot,13263,GA,NA,NA,NA,NA,NA,NA,NA,0
Tift,13277,GA,NA,3,NA,NA,NA,NA,NA,3
Jasper,13159,GA,NA,12,NA,NA,NA,NA,NA,12
Chambers,01017,AL,NA,NA,NA,NA,NA,NA,NA,0
Paulding,13223,GA,NA,NA,NA,NA,NA,NA,NA,0
Fayette,01057,AL,NA,NA,NA,NA,NA,NA,NA,0
Macon,13193,GA,NA,10,NA,NA,NA,NA,NA,10
Martin,12085,FL,NA,5,NA,NA,NA,NA,NA,5
Chattahoochee,13053,GA,NA,NA,NA,NA,NA,NA,NA,0
Tuscaloosa,01125,AL,NA,NA,NA,NA,NA,NA,NA,0
Walker,01127,AL,NA,NA,NA,NA,NA,NA,NA,0
Coffee,13069,GA,NA,3,NA,NA,NA,NA,NA,3
Lee,01081,AL,NA,NA,NA,NA,NA,NA,NA,0
Butts,13035,GA,NA,4,NA,NA,NA,NA,NA,4
Forsyth,13117,GA,1,NA,NA,NA,NA,NA,NA,1
Jackson,12063,FL,NA,7,NA,NA,NA,NA,NA,7
Spalding,13255,GA,NA,6,NA,NA,NA,NA,NA,6
Candler,13043,GA,NA,NA,NA,NA,NA,NA,NA,0
Irwin,13155,GA,NA,3,NA,NA,NA,NA,NA,3
Turner,13287,GA,NA,3,NA,NA,NA,NA,NA,3
Evans,13109,GA,NA,NA,NA,NA,NA,NA,NA,0
Baker,13007,GA,NA,3,NA,NA,NA,NA,NA,3
Cleburne,01029,AL,NA,NA,NA,NA,NA,NA,NA,0
St. Johns,12109,FL,2,NA,NA,NA,NA,NA,NA,2
Stephens,13257,GA,NA,3,NA,NA,NA,NA,NA,3
Upson,13293,GA,NA,3,NA,NA,NA,NA,NA,3
Flagler,12035,FL,1,NA,NA,NA,NA,NA,NA,1
Hart,13147,GA,NA,NA,NA,NA,NA,NA,NA,0
Henry,01067,AL,NA,NA,NA,NA,NA,NA,NA,0
Coffee,01031,AL,NA,NA,NA,NA,NA,NA,NA,0
Glades,12043,FL,NA,1,NA,NA,NA,NA,NA,1
Dougherty,13095,GA,NA,NA,NA,NA,NA,NA,NA,0
Clarke,13059,GA,NA,7,NA,NA,NA,NA,NA,7
Ben Hill,13017,GA,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,13037,GA,NA,NA,NA,NA,NA,NA,NA,0
Peach,13225,GA,NA,3,NA,NA,NA,NA,NA,3
Dooly,13093,GA,NA,NA,NA,NA,NA,NA,NA,0
Monroe,13207,GA,NA,6,NA,NA,NA,NA,NA,6
Escambia,01053,AL,NA,4,NA,NA,NA,NA,NA,4
Chattooga,13055,GA,NA,NA,NA,NA,NA,NA,NA,0
Lawrence,01079,AL,NA,1,NA,NA,NA,NA,NA,1
