NAME,GEOID,STUSPS,O,H,G,pre1970,USDA Plants,BONAP,Nature Serve,anyRecord
Walker,48471,TX,15,2,NA,NA,NA,1,NA,18
Colorado,48089,TX,14,8,NA,2,1,1,NA,24
Duval,48131,TX,NA,NA,NA,NA,NA,NA,NA,0
Ward,48475,TX,NA,NA,NA,NA,NA,NA,NA,0
Houston,48225,TX,4,12,NA,NA,NA,1,NA,17
Nacogdoches,48347,TX,2,NA,NA,NA,NA,NA,NA,2
Floyd,48153,TX,NA,NA,NA,NA,NA,NA,NA,0
Victoria,48469,TX,19,6,NA,NA,NA,1,NA,26
Hopkins,48223,TX,1,2,NA,NA,NA,1,NA,4
Bee,48025,TX,3,NA,NA,NA,NA,1,NA,4
Delta,48119,TX,NA,NA,NA,NA,NA,NA,NA,0
Trinity,48455,TX,1,8,NA,NA,NA,1,NA,10
Austin,48015,TX,20,8,NA,NA,1,1,NA,30
Fisher,48151,TX,NA,NA,NA,NA,NA,NA,NA,0
San Jacinto,48407,TX,3,5,NA,NA,1,1,NA,10
San Augustine,48405,TX,NA,NA,NA,NA,NA,NA,NA,0
Washington,48477,TX,29,8,NA,1,1,1,NA,39
Sutton,48435,TX,NA,NA,NA,NA,NA,NA,NA,0
Muskogee,40101,OK,NA,NA,NA,NA,NA,NA,NA,0
Craig,40035,OK,NA,NA,NA,NA,NA,NA,NA,0
Kiowa,40075,OK,NA,NA,NA,NA,NA,NA,NA,0
Bossier,22015,LA,1,NA,NA,NA,NA,NA,NA,1
Pointe Coupee,22077,LA,NA,NA,NA,NA,NA,NA,NA,0
West Feliciana,22125,LA,NA,NA,NA,NA,NA,NA,NA,0
St. Helena,22091,LA,NA,NA,NA,NA,NA,NA,NA,0
Catahoula,22025,LA,NA,NA,NA,NA,NA,NA,NA,0
Leflore,28083,MS,NA,NA,NA,NA,NA,NA,NA,0
Stone,28131,MS,NA,NA,NA,NA,NA,NA,NA,0
Holmes,28051,MS,NA,NA,NA,NA,NA,NA,NA,0
Wilkinson,28157,MS,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,28013,MS,NA,NA,NA,NA,NA,NA,NA,0
Le Flore,40079,OK,NA,NA,NA,NA,NA,1,NA,1
Chambers,48071,TX,6,2,NA,NA,NA,1,NA,9
Presidio,48377,TX,NA,NA,NA,NA,NA,NA,NA,0
Collingsworth,48087,TX,NA,NA,NA,NA,NA,NA,NA,0
King,48269,TX,NA,1,NA,NA,NA,NA,NA,1
Motley,48345,TX,NA,NA,NA,NA,NA,NA,NA,0
Baldwin,01003,AL,NA,NA,NA,NA,NA,NA,NA,0
Barbour,01005,AL,NA,NA,NA,NA,NA,NA,NA,0
Washington,01129,AL,NA,NA,NA,NA,NA,NA,NA,0
Pickens,01107,AL,NA,NA,NA,NA,NA,NA,NA,0
DeKalb,01049,AL,NA,NA,NA,NA,NA,NA,NA,0
Jefferson,22051,LA,NA,1,NA,NA,NA,NA,NA,1
Autauga,01001,AL,NA,NA,NA,NA,NA,NA,NA,0
Clarke,01025,AL,NA,NA,NA,NA,NA,NA,NA,0
Osage,40113,OK,NA,NA,NA,NA,NA,NA,NA,0
Cameron,48061,TX,2,1,NA,NA,NA,NA,NA,3
St. Bernard,22087,LA,NA,NA,NA,NA,NA,NA,NA,0
Dallas,01047,AL,NA,NA,NA,NA,NA,NA,NA,0
Sabine,22085,LA,NA,NA,NA,NA,NA,NA,NA,0
Webster,22119,LA,NA,NA,NA,NA,NA,NA,NA,0
Conecuh,01035,AL,NA,NA,NA,NA,NA,NA,NA,0
Noxubee,28103,MS,NA,NA,NA,NA,NA,NA,NA,0
Okmulgee,40111,OK,NA,NA,NA,NA,NA,NA,NA,0
Tensas,22107,LA,NA,NA,NA,NA,NA,NA,NA,0
Caddo,22017,LA,NA,NA,NA,NA,NA,NA,NA,0
Pearl River,28109,MS,NA,NA,NA,NA,NA,NA,NA,0
Waller,48473,TX,19,5,NA,3,1,1,NA,26
Freestone,48161,TX,3,3,NA,NA,1,1,NA,8
Travis,48453,TX,1186,24,1,8,1,1,NA,1213
Winkler,48495,TX,NA,NA,NA,NA,NA,NA,NA,0
Williamson,48491,TX,483,31,NA,NA,NA,NA,NA,514
Smith,48423,TX,4,3,NA,2,NA,1,NA,8
Upton,48461,TX,NA,NA,NA,NA,NA,NA,NA,0
Polk,48373,TX,7,7,NA,NA,NA,1,NA,15
Jasper,48241,TX,2,NA,NA,NA,NA,NA,NA,2
Titus,48449,TX,NA,NA,NA,NA,NA,NA,NA,0
Reeves,48389,TX,NA,NA,NA,NA,NA,NA,NA,0
Swisher,48437,TX,NA,NA,NA,NA,NA,NA,NA,0
Glasscock,48173,TX,NA,NA,NA,NA,NA,NA,NA,0
St. Martin,22099,LA,NA,NA,NA,NA,NA,NA,NA,0
Livingston,22063,LA,NA,NA,NA,NA,NA,NA,NA,0
East Baton Rouge,22033,LA,NA,NA,NA,NA,NA,NA,NA,0
LaSalle,22059,LA,NA,NA,NA,NA,NA,NA,NA,0
Caldwell,22021,LA,NA,NA,NA,NA,NA,NA,NA,0
Hinds,28049,MS,NA,NA,NA,NA,NA,NA,NA,0
Humphreys,28053,MS,NA,NA,NA,NA,NA,NA,NA,0
Attala,28007,MS,NA,NA,NA,NA,NA,NA,NA,0
Copiah,28029,MS,NA,NA,NA,NA,NA,NA,NA,0
Mobile,01097,AL,NA,NA,NA,NA,NA,1,NA,1
St. Clair,01115,AL,NA,NA,NA,NA,NA,NA,NA,0
Tangipahoa,22105,LA,NA,NA,NA,NA,NA,NA,NA,0
Etowah,01055,AL,NA,NA,NA,NA,NA,NA,NA,0
Orange,48361,TX,NA,NA,NA,NA,NA,NA,NA,0
Pike,01109,AL,NA,NA,NA,NA,NA,NA,NA,0
Galveston,48167,TX,71,9,NA,NA,1,1,NA,82
Aransas,48007,TX,49,7,NA,NA,1,1,NA,58
Val Verde,48465,TX,NA,NA,NA,NA,NA,1,NA,1
Sabine,48403,TX,NA,2,NA,NA,NA,NA,NA,2
Marion,48315,TX,NA,NA,NA,NA,1,NA,NA,1
Kaufman,48257,TX,15,4,NA,2,NA,1,NA,20
Lamar,48277,TX,NA,NA,NA,NA,NA,NA,NA,0
Angelina,48005,TX,1,NA,NA,NA,NA,NA,NA,1
Zavala,48507,TX,1,1,NA,NA,NA,1,NA,3
Rusk,48401,TX,NA,NA,NA,NA,NA,NA,NA,0
Andrews,48003,TX,NA,NA,NA,NA,NA,NA,NA,0
Robertson,48395,TX,15,4,NA,1,1,1,NA,21
Pecos,48371,TX,NA,NA,NA,NA,NA,NA,NA,0
Burleson,48051,TX,34,6,NA,NA,1,1,NA,42
Jackson,48239,TX,8,4,NA,2,NA,1,NA,13
Pawnee,40117,OK,NA,NA,NA,NA,NA,NA,NA,0
Cleveland,40027,OK,NA,NA,NA,NA,NA,NA,NA,0
Latimer,40077,OK,NA,NA,NA,NA,NA,NA,NA,0
West Carroll,22123,LA,NA,NA,NA,NA,NA,NA,NA,0
Tate,28137,MS,NA,NA,NA,NA,NA,NA,NA,0
Yalobusha,28161,MS,NA,NA,NA,NA,NA,NA,NA,0
Newton,48351,TX,NA,NA,NA,NA,NA,1,NA,1
Crane,48103,TX,NA,NA,NA,NA,NA,NA,NA,0
Jack,48237,TX,2,1,NA,NA,NA,NA,NA,3
Menard,48327,TX,NA,1,NA,NA,NA,NA,NA,1
Iberville,22047,LA,NA,NA,NA,NA,NA,NA,NA,0
Burnet,48053,TX,41,19,NA,5,1,1,NA,62
Uvalde,48463,TX,1,9,NA,2,NA,1,NA,11
McMullen,48311,TX,NA,1,NA,NA,NA,1,NA,2
Blount,01009,AL,NA,NA,NA,NA,NA,NA,NA,0
Guadalupe,48187,TX,26,36,NA,NA,1,1,NA,64
Franklin,22041,LA,NA,NA,NA,NA,NA,NA,NA,0
Winn,22127,LA,NA,NA,NA,NA,NA,NA,NA,0
Quitman,28119,MS,NA,NA,NA,NA,NA,NA,NA,0
Sumter,01119,AL,NA,NA,NA,NA,NA,NA,NA,0
Ascension,22005,LA,NA,NA,NA,NA,NA,NA,NA,0
Elmore,01051,AL,NA,NA,NA,NA,NA,NA,NA,0
Madison,22065,LA,NA,NA,NA,NA,NA,NA,NA,0
Warren,28149,MS,NA,NA,NA,NA,NA,NA,NA,0
Harrison,48203,TX,1,1,NA,NA,NA,1,NA,3
Refugio,48391,TX,5,5,NA,NA,NA,1,NA,11
Calhoun,48057,TX,12,NA,NA,NA,NA,1,NA,13
Lafayette,22055,LA,NA,NA,NA,NA,NA,NA,NA,0
Eastland,48133,TX,NA,1,NA,NA,NA,NA,NA,1
Foard,48155,TX,NA,NA,NA,NA,NA,NA,NA,0
St. Mary,22101,LA,NA,NA,NA,NA,1,1,NA,2
East Feliciana,22037,LA,NA,NA,NA,NA,NA,NA,NA,0
Greene,01063,AL,NA,NA,NA,NA,NA,NA,NA,0
Shelby,01117,AL,NA,NA,NA,NA,NA,NA,NA,0
Cherokee,48073,TX,5,4,NA,NA,NA,NA,NA,9
Camp,48063,TX,NA,6,NA,NA,NA,NA,NA,6
El Paso,48141,TX,NA,NA,NA,NA,NA,NA,NA,0
Anderson,48001,TX,12,9,2,2,1,1,NA,25
Hardin,48199,TX,2,6,NA,NA,NA,1,NA,9
Jeff Davis,48243,TX,NA,NA,NA,NA,NA,NA,NA,0
Rapides,22079,LA,NA,NA,NA,NA,NA,NA,NA,0
Rankin,28121,MS,NA,NA,NA,NA,NA,NA,NA,0
Bryan,40013,OK,4,6,NA,NA,NA,1,NA,11
Midland,48329,TX,1,NA,NA,NA,NA,NA,NA,1
Jefferson Davis,22053,LA,NA,1,NA,NA,NA,NA,NA,1
Maverick,48323,TX,NA,1,NA,NA,NA,NA,NA,1
Young,48503,TX,1,NA,NA,NA,NA,NA,NA,1
Lowndes,01085,AL,NA,NA,NA,NA,1,NA,NA,1
Vermilion,22113,LA,1,NA,NA,NA,NA,NA,NA,1
Brewster,48043,TX,NA,NA,NA,NA,NA,NA,NA,0
St. Landry,22097,LA,NA,NA,NA,NA,NA,NA,NA,0
Mills,48333,TX,1,1,NA,NA,NA,NA,NA,2
Geneva,01061,AL,NA,NA,NA,NA,NA,NA,NA,0
Covington,01039,AL,NA,NA,NA,NA,NA,NA,NA,0
Randolph,01111,AL,NA,NA,NA,NA,NA,NA,NA,0
Franklin,01059,AL,NA,NA,NA,NA,NA,NA,NA,0
Marion,01093,AL,NA,NA,NA,NA,NA,NA,NA,0
Bienville,22013,LA,NA,1,NA,NA,1,1,NA,3
Hidalgo,48215,TX,5,1,NA,NA,NA,1,NA,7
Wharton,48481,TX,3,3,NA,NA,1,1,NA,8
Garza,48169,TX,NA,NA,NA,NA,NA,NA,NA,0
Garvin,40049,OK,NA,NA,NA,NA,NA,NA,NA,0
Morgan,01103,AL,NA,NA,NA,NA,NA,NA,NA,0
Perry,01105,AL,NA,NA,NA,NA,NA,NA,NA,0
Tulsa,40143,OK,NA,NA,NA,NA,NA,NA,NA,0
Butler,01013,AL,NA,NA,NA,NA,NA,NA,NA,0
Lamar,01075,AL,NA,NA,NA,NA,NA,NA,NA,0
Cherokee,01019,AL,NA,NA,NA,NA,NA,NA,NA,0
Lauderdale,01077,AL,NA,NA,NA,NA,NA,NA,NA,0
Limestone,01083,AL,NA,NA,NA,NA,NA,NA,NA,0
Calhoun,01015,AL,NA,NA,NA,NA,NA,NA,NA,0
Ector,48135,TX,NA,NA,NA,NA,NA,NA,NA,0
Caldwell,48055,TX,11,1,NA,NA,NA,1,NA,13
Terry,48445,TX,NA,NA,NA,NA,NA,NA,NA,0
Wise,48497,TX,48,12,3,4,NA,1,NA,64
Castro,48069,TX,NA,NA,NA,NA,NA,NA,NA,0
McLennan,48309,TX,89,22,2,10,1,1,NA,115
Milam,48331,TX,178,3,NA,NA,1,1,NA,183
Comal,48091,TX,129,15,NA,2,1,1,NA,146
Gregg,48183,TX,NA,NA,NA,NA,NA,1,NA,1
Hughes,40063,OK,NA,NA,NA,NA,NA,NA,NA,0
Carter,40019,OK,NA,NA,NA,NA,NA,1,NA,1
Stephens,40137,OK,NA,NA,NA,NA,NA,NA,NA,0
Chilton,01021,AL,NA,NA,NA,NA,NA,NA,NA,0
Hansford,48195,TX,NA,NA,NA,NA,NA,NA,NA,0
Nolan,48353,TX,NA,1,NA,1,NA,1,NA,2
Blanco,48031,TX,58,11,NA,NA,NA,1,NA,70
Live Oak,48297,TX,NA,2,NA,NA,1,1,NA,4
Gray,48179,TX,NA,NA,NA,NA,NA,NA,NA,0
DeWitt,48123,TX,7,1,NA,NA,NA,1,NA,9
Murray,40099,OK,NA,NA,NA,NA,NA,NA,NA,0
Harmon,40057,OK,NA,NA,NA,NA,NA,NA,NA,0
Coal,40029,OK,NA,NA,NA,NA,NA,NA,NA,0
Lavaca,48285,TX,8,1,NA,NA,NA,1,NA,10
Jim Hogg,48247,TX,NA,NA,NA,NA,NA,NA,NA,0
Briscoe,48045,TX,NA,NA,NA,NA,NA,NA,NA,0
Reagan,48383,TX,NA,NA,NA,NA,NA,NA,NA,0
La Salle,48283,TX,NA,NA,NA,NA,NA,NA,NA,0
Hartley,48205,TX,NA,NA,NA,NA,NA,NA,NA,0
Borden,48033,TX,NA,NA,NA,NA,NA,NA,NA,0
Adair,40001,OK,NA,NA,NA,NA,NA,NA,NA,0
Delaware,40041,OK,NA,NA,NA,NA,NA,NA,NA,0
Ottawa,40115,OK,NA,NA,NA,NA,NA,NA,NA,0
Jackson,28059,MS,NA,NA,NA,NA,NA,NA,NA,0
Itawamba,28057,MS,NA,NA,NA,NA,NA,NA,NA,0
Marshall,28093,MS,NA,NA,NA,NA,NA,NA,NA,0
Matagorda,48321,TX,4,5,NA,NA,NA,1,NA,10
Montague,48337,TX,4,1,1,NA,NA,NA,NA,6
Clay,48077,TX,1,2,NA,NA,NA,NA,NA,3
Lipscomb,48295,TX,NA,NA,NA,NA,NA,NA,NA,0
Cochran,48079,TX,NA,NA,NA,NA,NA,NA,NA,0
Wilbarger,48487,TX,NA,NA,NA,NA,NA,NA,NA,0
Deaf Smith,48117,TX,NA,NA,NA,NA,NA,NA,NA,0
St. Charles,22089,LA,NA,NA,NA,NA,NA,NA,NA,0
Jackson,22049,LA,NA,NA,NA,NA,NA,NA,NA,0
Lee,28081,MS,NA,NA,NA,NA,NA,NA,NA,0
Sunflower,28133,MS,NA,NA,NA,NA,NA,NA,NA,0
Carroll,28015,MS,NA,NA,NA,NA,NA,NA,NA,0
Sharkey,28125,MS,NA,NA,NA,NA,NA,NA,NA,0
Kemper,28069,MS,NA,NA,NA,NA,NA,NA,NA,0
Lawrence,28077,MS,NA,NA,NA,NA,NA,NA,NA,0
Smith,28129,MS,NA,NA,NA,NA,NA,NA,NA,0
Bibb,01007,AL,NA,NA,NA,NA,NA,NA,NA,0
Willacy,48489,TX,2,1,NA,NA,NA,NA,NA,3
Webb,48479,TX,NA,NA,NA,NA,NA,NA,NA,0
Harris,48201,TX,487,8,NA,3,1,1,NA,497
Gaines,48165,TX,NA,NA,NA,NA,NA,NA,NA,0
Parmer,48369,TX,NA,NA,NA,NA,NA,NA,NA,0
Fannin,48147,TX,NA,1,NA,NA,NA,NA,NA,1
Dallam,48111,TX,NA,NA,NA,NA,NA,NA,NA,0
Cameron,22023,LA,13,9,NA,NA,1,1,NA,24
Claiborne,22027,LA,NA,NA,NA,NA,NA,NA,NA,0
Calcasieu,22019,LA,1,1,NA,NA,1,1,NA,4
Oklahoma,40109,OK,NA,5,NA,NA,NA,NA,NA,5
Canadian,40017,OK,NA,NA,NA,NA,NA,NA,NA,0
Caddo,40015,OK,NA,NA,NA,NA,NA,NA,NA,0
Bullock,01011,AL,NA,NA,NA,NA,NA,NA,NA,0
Harrison,28047,MS,NA,NA,NA,NA,NA,NA,NA,0
Hancock,28045,MS,NA,NA,NA,NA,NA,NA,NA,0
Wayne,28153,MS,NA,NA,NA,NA,NA,NA,NA,0
George,28039,MS,NA,NA,NA,NA,NA,NA,NA,0
Clay,01027,AL,NA,NA,NA,NA,NA,NA,NA,0
Collin,48085,TX,60,1,NA,NA,NA,NA,NA,61
Alfalfa,40003,OK,NA,NA,NA,NA,NA,NA,NA,0
Texas,40139,OK,NA,NA,NA,NA,NA,NA,NA,0
Washington,40147,OK,NA,NA,NA,NA,NA,NA,NA,0
Love,40085,OK,2,4,NA,NA,NA,1,1,8
Roger Mills,40129,OK,NA,NA,NA,NA,NA,NA,NA,0
Sterling,48431,TX,NA,NA,NA,NA,NA,NA,NA,0
Lauderdale,28075,MS,NA,NA,NA,NA,NA,1,NA,1
Alcorn,28003,MS,NA,NA,NA,NA,NA,NA,NA,0
Bolivar,28011,MS,NA,NA,NA,NA,NA,NA,NA,0
Monroe,28095,MS,NA,NA,NA,NA,NA,NA,NA,0
Logan,40083,OK,NA,NA,NA,NA,NA,NA,NA,0
McIntosh,40091,OK,NA,NA,NA,NA,NA,NA,NA,0
Okfuskee,40107,OK,NA,NA,NA,NA,NA,NA,NA,0
Dewey,40043,OK,NA,NA,NA,NA,NA,NA,NA,0
Hays,48209,TX,132,10,2,3,1,1,NA,146
Denton,48121,TX,446,33,NA,NA,1,NA,NA,480
Lubbock,48303,TX,NA,NA,NA,NA,NA,NA,NA,0
Runnels,48399,TX,NA,NA,NA,NA,NA,NA,NA,0
Amite,28005,MS,NA,NA,NA,NA,NA,NA,NA,0
Kendall,48259,TX,107,4,1,NA,NA,1,NA,113
Medina,48325,TX,10,2,1,NA,NA,NA,NA,13
Jim Wells,48249,TX,NA,NA,NA,NA,1,1,NA,2
Hamilton,48193,TX,5,2,NA,1,NA,1,NA,8
Coahoma,28027,MS,NA,NA,NA,NA,NA,NA,NA,0
Walthall,28147,MS,NA,NA,NA,NA,NA,NA,NA,0
Limestone,48293,TX,8,9,NA,NA,1,1,NA,19
Hall,48191,TX,NA,NA,NA,NA,NA,NA,NA,0
Lynn,48305,TX,NA,NA,NA,NA,NA,NA,NA,0
Crosby,48107,TX,NA,NA,NA,NA,NA,NA,NA,0
Edwards,48137,TX,NA,NA,NA,NA,NA,1,NA,1
Coosa,01037,AL,NA,NA,NA,NA,NA,NA,NA,0
Avoyelles,22009,LA,NA,NA,NA,NA,NA,NA,NA,0
Winston,01133,AL,NA,NA,NA,NA,NA,NA,NA,0
Bell,48027,TX,128,36,3,4,1,1,NA,169
Bastrop,48021,TX,166,16,1,NA,1,1,NA,185
Taylor,48441,TX,1,3,NA,NA,NA,NA,NA,4
Neshoba,28099,MS,NA,NA,NA,NA,NA,NA,NA,0
Dale,01045,AL,NA,NA,NA,NA,NA,NA,NA,0
Kay,40071,OK,NA,NA,NA,NA,NA,NA,NA,0
Benton,28009,MS,NA,NA,NA,NA,NA,NA,NA,0
Liberty,48291,TX,9,3,NA,NA,1,1,NA,14
Cimarron,40025,OK,NA,NA,NA,NA,NA,NA,NA,0
Pontotoc,40123,OK,NA,NA,NA,NA,NA,NA,NA,0
Mayes,40097,OK,NA,NA,NA,NA,NA,NA,NA,0
Lincoln,28085,MS,NA,NA,NA,NA,NA,NA,NA,0
Washita,40149,OK,NA,NA,NA,NA,NA,1,NA,1
Rogers,40131,OK,NA,NA,NA,NA,NA,NA,NA,0
Pushmataha,40127,OK,NA,NA,NA,NA,NA,NA,NA,0
Leake,28079,MS,NA,NA,NA,NA,NA,NA,NA,0
Oktibbeha,28105,MS,NA,NA,NA,NA,NA,NA,NA,0
Jones,28067,MS,2,NA,NA,NA,NA,NA,NA,2
Tallahatchie,28135,MS,NA,NA,NA,NA,NA,NA,NA,0
Woodward,40153,OK,NA,NA,NA,NA,NA,NA,NA,0
Johnston,40069,OK,NA,NA,NA,NA,NA,1,NA,1
Pontotoc,28115,MS,NA,NA,NA,NA,NA,NA,NA,0
Scott,28123,MS,NA,NA,NA,NA,NA,NA,NA,0
Winston,28159,MS,NA,NA,NA,NA,NA,NA,NA,0
Grenada,28043,MS,NA,NA,NA,NA,NA,NA,NA,0
Hardeman,48197,TX,NA,NA,NA,NA,NA,NA,NA,0
Wheeler,48483,TX,NA,NA,NA,NA,NA,NA,NA,0
Bailey,48017,TX,NA,NA,NA,NA,NA,NA,NA,0
Tarrant,48439,TX,1127,28,NA,5,1,1,NA,1157
Choctaw,28019,MS,NA,NA,NA,NA,NA,NA,NA,0
Wichita,48485,TX,NA,1,NA,NA,NA,NA,NA,1
McCulloch,48307,TX,NA,NA,NA,NA,NA,NA,NA,0
Gonzales,48177,TX,13,5,NA,1,1,1,NA,20
Hood,48221,TX,32,3,NA,1,NA,1,NA,36
Yoakum,48501,TX,NA,NA,NA,NA,NA,NA,NA,0
Howard,48227,TX,NA,NA,NA,NA,NA,NA,NA,0
Coryell,48099,TX,23,17,4,NA,NA,1,NA,45
Tom Green,48451,TX,NA,NA,NA,NA,NA,NA,NA,0
Fayette,48149,TX,20,6,NA,NA,1,1,NA,28
Throckmorton,48447,TX,1,NA,NA,NA,NA,NA,NA,1
Archer,48009,TX,NA,NA,NA,NA,NA,NA,NA,0
Atascosa,48013,TX,19,4,NA,NA,NA,1,NA,24
Erath,48143,TX,73,20,NA,4,1,1,NA,95
Potter,48375,TX,NA,NA,NA,NA,NA,NA,NA,0
Moore,48341,TX,NA,NA,NA,NA,NA,NA,NA,0
Hutchinson,48233,TX,NA,NA,NA,NA,NA,NA,NA,0
Mason,48319,TX,3,6,4,NA,NA,1,NA,14
Bandera,48019,TX,15,1,NA,NA,NA,NA,NA,16
